"Iso Code","Language Name"
lgl,"Wala"
yad,"Yagua"
qxo,"Quechua, Southern Conchucos"
hno,"Hindko, Northern"
bxg,"Bangala"
pao,"Paiute, Northern"
ibo,"Igbo"
jnj,"Yemsa"
sgj,"Surgujia"
ldi,"Laari"
sab,"Buglere"
bci,"Baoulé"
bxh,"Buhutu"
haw,"Hawaiian"
tnc,"Tanimuca-Letuama"
mfx,"Melo"
tyv,"Tuvan"
neq,"Mixe, North Central"
wbi,"Vwanji"
bcq,"Bench"
ksw,"Karen, S’gaw"
guz,"Ekegusii"
mkw,"Kituba"
ore,"Maijuna"
ige,"Igede"
bjz,"Baruga"
zca,"Zapotec, Coatecas Altas"
mer,"Kimîîru"
aui,"Anuki"
arn,"Mapudungun"
zul,"Zulu"
kxf,"Kawyaw"
alw,"Alaba-K’abeena"
xho,"Xhosa"
loz,"Lozi"
mww,"Hmong Daw"
mey,"Hassaniyya"
ijc,"Izon"
mwt,"Moken"
bza,"Bandi"
lun,"Lunda"
kby,"Kanuri, Manga"
pov,"Guinea-Bissau Creole"
bdg,"Bonggi"
ipi,"Ipili"
sfw,"Esahie"
knc,"Kanuri, Yerwa"
syl,"Sylheti"
bho,"Bhojpuri"
tum,"Tumbuka"
tdy,"Tadyawan"
nso,"Sotho, Northern"
lbj,"Ladakhi"
ckb,"Kurdish, Central"
ndc,"Ndau"
bwr,"Bura-Pabir"
pci,"Duruwa"
dje,"Zarma"
bax,"Bamun"
top,"Totonac, Papantla"
gkp,"Kpelle, Guinea"
lub,"Luba-Katanga"
qug,"Quichua, Chimborazo Highland"
lus,"Mizo"
csh,"Chin, Asho"
gvr,"Gurung"
tew,"Tewa"
cag,"Nivaclé"
bev,"Bété, Daloa"
ggu,"Gban"
vai,"Vai"
tiv,"Tiv"
dgr,"Tlicho"
epo,"Esperanto"
srr,"Serer-Sine"
elm,"Eleme"
maf,"Mafa"
abk,"Abkhaz"
ijn,"Kalabari"
lua,"Luba-Kasai"
kck,"Kalanga"
ngb,"Ngbandi, Northern"
zpq,"Zapotec, Zoogocho"
etu,"Ejagham"
gvs,"Gumawana"
bft,"Balti"
tzm,"Tamazight, Central Atlas"
ida,"Luidakho-Luisukha-Lutirichi"
enl,"Enlhet"
ada,"Dangme"
nzb,"Njebi"
xdy,"Malayic Dayak"
aca,"Achagua"
ktu,"Kituba"
ebu,"Kiembu"
pdt,"Plautdietsch"
gaa,"Ga"
swk,"Sena, Malawi"
awn,"Awngi"
okr,"Kirike"
kvj,"Psikye"
xkl,"Kenyah, Mainstream"
knp,"Kwanja"
krw,"Krahn, Western"
mzl,"Mixe, Mazatlán"
ndi,"Samba Leko"
mug,"Musgu"
soe,"Songomeno"
sea,"Semai"
kfc,"Konda-Dora"
lol,"Mongo-Nkundu"
tsc,"Tswa"
idu,"Idoma"
mni,"Meitei"
trc,"Triqui, Copala"
mgr,"Mambwe-Lungu"
mcn,"Masana"
lrc,"Luri, Northern"
kfi,"Kurumba, Kannada"
bzw,"Basa"
mzz,"Maiadomu"
mrt,"Marghi Central"
rml,"Romani, Baltic"
rhg,"Rohingya"
urh,"Urhobo"
lag,"Langi"
its,"Isekiri"
ego,"Eggon"
gle,"Irish"
ubr,"Ubir"
hdy,"Hadiyya"
jen,"Dza"
sru,"Suruí"
ngc,"Ngombe"
lmp,"Limbum"
isn,"Isanzu"
kqs,"Kissi, Northern"
kpm,"Koho"
nup,"Nupe-Nupe-Tako"
mwm,"Sar"
kng,"Koongo"
nnc,"Nancere"
bkm,"Kom"
tui,"Tupuri"
ogo,"Khana"
lic,"Hlai"
mkn,"Malay, Kupang"
wed,"Wedau"
ald,"Alladian"
ksf,"Bafia"
dur,"Dii"
jaa,"Jamamadí"
kmb,"Kimbundu"
mua,"Mundang"
cje,"Chru"
igb,"Ebira"
gya,"Gbaya, Northwest"
skr,"Saraiki"
dow,"Doyayo"
dww,"Dawawa"
iso,"Isoko"
giz,"Giziga"
bum,"Bulu"
zza,"Zaza"
mfa,"Malay, Pattani"
snf,"Noon"
mgw,"Matumbi"
bin,"Edo"
vmk,"Makhuwa-Shirima"
dua,"Duala"
kea,"Kabuverdianu"
sef,"Sénoufo, Cebaara"
kaj,"Jju"
kqf,"Kakabai"
ayz,"Mai Brat"
ksz,"Kodaku"
ncl,"Nahuatl, Michoacán"
bzd,"Bribri"
ssn,"Waata"
mro,"Mru"
bhi,"Bhilali"
wes,"Pidgin, Cameroon"
adi,"Adi"
efi,"Efik"
ena,"Apal"
nde,"Ndebele"
ast,"Asturian"
mhw,"Mbukushu"
bbj,"Ghomálá’"
geb,"Kire"
igl,"Igala"
aoi,"Anindilyakwa"
rao,"Rao"
nnh,"Ngiemboon"
byv,"Medumba"
sat,"Santhali"
dzg,"Dazaga"
gnn,"Gumatj"
bhb,"Bhili"
swp,"Suau"
sgc,"Kipsigis"
wim,"Wik-Mungkan"
viv,"Iduna"
ady,"Adyghe"
krr,"Krung"
fan,"Fang"
coh,"Chichonyi-Chidzihana-Chikauma"
nbq,"Nggem"
gvo,"Gavião do Jiparaná"
glk,"Gilaki"
acz,"Acheron"
mwf,"Murrinh-Patha"
wbp,"Warlpiri"
tod,"Toma"
unr,"Mundari"
khe,"Korowai"
ntj,"Ngaanyatjarra"
wnc,"Wantoat"
suj,"Shubi"
emk,"Maninkakan, Eastern"
kel,"Kela"
dks,"Dinka, Southeastern"
zav,"Zapotec, Yatzachi"
jra,"Jarai"
dhg,"Dhangu-Djangu"
wlo,"Wolio"
bmk,"Ghayavi"
lgr,"Lengo"
njz,"Nyishi"
lue,"Luvale"
mhu,"Digaro-Mishmi"
tsn,"Setswana"
beo,"Bedamuni"
lgm,"Lega-Mwenga"
haq,"Ha"
trp,"Kok Borok"
tdh,"Thulung"
tuy,"Tugen"
lzz,"Laz"
gvj,"Guajá"
gom,"Konkani, Goan"
kjl,"Kham, Western Parbate"
tke,"Takwane"
mpj,"Martu Wangka"
ven,"Venda"
xer,"Xerénte"
nyd,"Olunyole"
byd,"Benyadu’"
snc,"Sinaugoro"
sdr,"Sadri, Oraon"
toq,"Toposa"
wod,"Wolani"
nhr,"Naro"
tvs,"Taveta"
ble,"Balanta-Kentohe"
bcp,"Bali"
rag,"Lulogooli"
jmx,"Mixtec, Western Juxtlahuaca"
bvd,"Baeggu"
bvu,"Malay, Bukit"
dbj,"Ida’an"
her,"Herero"
mwc,"Are"
sou,"Thai, Southern"
ktz,"Juǀ’hoansi"
rmn,"Romani, Balkan"
qxu,"Quechua, Arequipa-La Unión"
nmn,"!Xóõ"
haj,"Hajong"
bee,"Byangsi"
wbf,"Wara"
sot,"Sotho, Southern"
fmu,"Muria, Far Western"
swb,"Comorian, Maore"
dde,"Doondo"
mve,"Marwari"
mlk,"Kiwilwana"
mjt,"Sauria Paharia"
bjg,"Bidyogo"
jmd,"Yamdena"
mwn,"Nyamwanga"
yml,"Iamalele"
kha,"Khasi"
mzp,"Movima"
tvk,"Ambrym, Southeast"
tkr,"Tsakhur"
dim,"Dime"
mix,"Mixtec, Mixtepec"
tbo,"Tawala"
lma,"Limba, East"
pln,"Palenquero"
koe,"Suri, Kacipo-Bale"
glv,"Manx"
kjg,"Khmu"
wof,"Wolof, Gambian"
kjc,"Konjo, Coastal"
xuu,"Khwedam"
brv,"Bru, Western"
aoz,"Uab Meto"
evn,"Evenki"
tsb,"Tsamai"
djr,"Djambarrpuyngu"
mch,"Maquiritari"
kgk,"Kaiwá"
klr,"Khaling"
gno,"Gondi, Northern"
nuy,"Nunggubuyu"
srq,"Sirionó"
sep,"Sénoufo, Sìcìté"
oki,"Okiek"
trd,"Turi"
msc,"Maninka, Sankaran"
twm,"Monpa, Tawang"
rki,"Rakhine"
mfv,"Mandjak"
mhs,"Buru"
mjx,"Mahali"
ggw,"Gogodala"
nfa,"Dhao"
mym,"Me’en"
hvn,"Hawu"
nuz,"Nahuatl, Tlamacazapa"
are,"Arrarnta, Western"
lbm,"Lodhi"
hni,"Hani"
chf,"Chontal, Tabasco"
mtd,"Mualang"
div,"Maldivian"
the,"Tharu, Central"
rgs,"Roglai, Southern"
nys,"Nyungar"
tpe,"Tippera"
eyo,"Keiyo"
ghr,"Ghera"
kls,"Kalasha"
lrm,"Olumarama"
pmy,"Malay, Papuan"
lbx,"Lawangan"
akh,"Angal Heneng"
kpc,"Curripaco"
sco,"Scots"
lwg,"Oluwanga"
kay,"Kamayurá"
zac,"Zapotec, Ocotlán"
ccp,"Chakma"
pof,"Poke"
seg,"Segeju"
nos,"Nisu, Eastern"
abt,"Ambulas"
llc,"Lele"
sbe,"Saliba"
khz,"Keapara"
yup,"Yukpa"
khw,"Khowar"
bjn,"Banjar"
kyg,"Keyagana"
tab,"Tabasaran"
wci,"Gbe, Waci"
llg,"Lole"
lig,"Ligbi"
tcz,"Chin, Thado"
tog,"Tonga"
bqi,"Bakhtiâri"
psa,"Awyu, Asue"
knx,"Kendayan"
wat,"Kaninuwa"
xem,"Kembayan"
suv,"Puroik"
hix,"Hixkaryána"
bmf,"Bom-Kim"
bkx,"Baikeno"
imo,"Imbongu"
cjs,"Shor"
cto,"Embera Catío"
nyk,"Nyaneka"
tet,"Tetun"
slu,"Selaru"
xmc,"Makhuwa-Marrevone"
knu,"Kono"
rgu,"Rikou"
bgz,"Banggai"
zam,"Zapotec, Miahuatlán"
xdn,""
iru,"Irula"
mbp,"Malayo"
ymm,"Maay"
kuj,"Kuria"
bfg,"Kayan, Busang"
thq,"Tharu, Mid-Eastern"
otd,"Ot Danum"
tnv,"Tangchangya"
esg,"Gondi, Aheri"
ajg,"Aja"
dwy,"Dhuwaya"
yrl,"Nhengatu"
kud,"’Auhelawa"
mau,"Mazatec, Huautla"
loe,"Saluan"
kiw,"Kiwai, Northeast"
zin,"Zinza"
bbr,"Girawa"
srb,"Sora"
gup,"Gunwinggu"
pht,"Phu Thai"
ztg,"Zapotec, Xanaguía"
tpa,"Taupota"
blr,"Blang"
awi,"Aekyom"
pgg,"Pangwali"
snk,"Soninke"
nni,"Nuaulu, North"
hts,"Hadza"
scg,"Sanggau"
xdo,"Kwandu"
adq,"Adangbe"
cnk,"Chin, Khumi"
nza,"Mbembe, Tigon"
agg,"Angor"
ina,"Interlingua (International Auxiliary Language Association)"
maq,"Mazatec, Chiquihuitlán"
blo,"Anii"
ctp,"Chatino, Western Highland"
lbf,"Tinani"
xta,"Mixtec, Alcozauca"
tix,"Tiwa, Southern"
mee,"Mengen"
dnn,"Dzùùngoo"
kap,"Bezhta"
ssy,"Saho"
yon,"Yongkom"
tlr,"Talise"
duc,"Duna"
tro,"Naga, Tarao"
tth,"Ta’oih, Upper"
kpo,"Ikposo"
nuf,"Nusu"
pbo,"Papel"
lla,"Lala-Roba"
mki,"Dhatki"
ckt,"Chukchi"
pri,"Paicî"
pnb,"Punjabi, Western"
rah,"Rabha"
fli,"Fali Muchella"
eto,"Eton"
beu,"Blagar"
xsq,"Makhuwa-Saka"
bhw,"Biak"
atd,"Manobo, Ata"
zpv,"Zapotec, Chichicapan"
sza,"Semelai"
bob,"Aweer"
afz,"Obokuitai"
mui,"Musi"
tkt,"Tharu, Kathariya"
phr,"Pahari-Potwari"
bha,"Bharia"
tdt,"Tetun Dili"
ton,"Tongan"
nwi,"Tanna, Southwest"
olu,"Kuvale"
mxx,"Mahou"
uki,"Kui"
mgp,"Magar, Eastern"
zgb,"Zhuang, Guibei"
bxr,"Buriat, Russia"
tsj,"Tshangla"
gwn,"Gwandara"
bon,"Bine"
enq,"Enga"
qxp,"Quechua, Puno"
bji,"Burji"
onr,"One, Northern"
xky,"Uma’ Lasan"
awu,"Awyu, Central"
kvo,"Dobel"
xav,"Xavánte"
yiu,"Awu"
sdq,"Semandang"
pdu,"Kayan"
vaa,"Vaagri Booli"
shr,"Shi"
kvw,"Wersing"
mvv,"Murut, Tahol"
blb,"Bilua"
ckh,"Chak"
kei,"Kei"
jml,"Jumli"
knl,"Keninjal"
tpr,"Tuparí"
pwo,"Karen, Pwo Western"
dgc,"Agta, Casiguran Dumagat"
bug,"Bugis"
age,"Angal"
kmw,"Komo"
sei,"Seri"
cbn,"Nyahkur"
ria,"Riang"
asy,"Asmat, Yaosakor"
nes,"Kinnauri, Bhoti"
mrr,"Maria"
oyb,"Oy"
vah,"Varhadi-Nagpuri"
gnk,"ǁGana"
gah,"Alekano"
ghe,"Ghale, Southern"
aoj,"Mufian"
kps,"Tehit"
tpx,"Me’phaa, Acatepec"
jab,"Hyam"
vaj,"Northwestern !Kung"
sie,"Simaa"
pcf,"Paliyan"
itl,"Itelmen"
gld,"Nanai"
hmd,"Miao, Large Flowery"
skx,"Seko Padang"
yoy,"Yoy"
dhw,"Danuwar"
sbu,"Stod Bhoti"
bun,"Sherbro"
khb,"Lü"
leu,"Kara"
kas,"Kashmiri"
hii,"Hinduri"
djo,"Jangkang"
krn,"Sapo"
bap,"Bantawa"
iii,"Nuosu"
row,"Dela-Oenale"
brx,"Boro"
lir,"Liberian English"
apz,"Safeyoka"
ssw,"Swati"
kib,"Koalib"
bmb,"Bembe"
cao,"Chácobo"
nbe,"Naga, Konyak"
jna,"Jangshung"
kca,"Khanty"
zyn,"Zhuang, Yongnan"
kpy,"Koryak"
peg,"Pengo"
tnl,"Lenakel"
nti,"Natioro"
gaj,"Gadsup"
lep,"Lepcha"
mxn,"Moi"
dry,"Darai"
kmc,"Dong, Southern"
kup,"Kunimaipa"
tqo,"Toaripi"
kqb,"Kovai"
ksd,"Kuanua"
hea,"Miao, Northern Qiandong"
pcc,"Bouyei"
dre,"Dolpo"
mxj,"Miju-Mishmi"
lyn,"Luyana"
kxv,"Kuvi"
cns,"Asmat, Central"
aix,"Aighon"
rwr,"Marwari"
anu,"Anuak"
aso,"Dano"
ino,"Inoke-Yate"
ncm,"Nambo"
kfq,"Korku"
dhn,"Dangi"
nii,"Nii"
bzf,"Boikin"
srl,"Isirawa"
bpe,"Bauni"
ong,"Olo"
mho,"Mashi"
sdo,"Bidayuh Serian"
kfv,"Kurmukar"
cch,"Atsam"
agx,"Aghul"
ewo,"Ewondo"
dta,"Daur"
mlu,"To’abaita"
zik,"Zimakani"
yom,"Yombe"
lae,"Pattani"
wbr,"Wagdi"
dar,"Dargwa"
mrm,"Mwerlap"
hmt,"Hamtai"
vay,"Wayu"
dib,"Dinka, South Central"
cdm,"Chepang"
ola,"Walungge"
yiz,"Azhe"
lri,"Olumarachi"
xmz,"Mori Bawah"
tpj,"Ñandeva"
kgp,"Kaingang"
bcf,"Bamu"
wib,"Toussian, Southern"
mji,"Kim Mun"
fwe,"Fwe"
apw,"Apache, Western"
xri,"Krikati-Timbira"
thr,"Tharu, Rana"
afe,"Utugwang-Irungene-Afrike"
gea,"Geruma"
gwj,"ǀGwi"
kai,"Karekare"
sgp,"Singpho"
ahl,"Igo"
pav,"Pakaásnovos"
zzj,"Zhuang, Zuojiang"
sip,"Sikkimese"
ybi,"Yamphu"
cli,"Chakali"
xtl,"Mixtec, Tijaltepec"
cro,"Crow"
pmi,"Pumi, Northern"
nmi,"Nyam"
kcl,"Kala"
ish,"Esan"
rab,"Chamling"
kvf,"Kabalai"
kwv,"Kaba Naa, Sara"
bwi,"Baniwa"
mrd,"Magar, Western"
kfk,"Kinnauri"
cfa,"Dikaka"
pex,"Petats"
aly,"Alyawarr"
lot,"Otuho"
twe,"Teiwa"
ygr,"Yagaria"
afu,"Awutu"
gol,"Gola"
dhd,"Dhundari"
bku,"Buhid"
ppt,"Pa"
ulu,"Uma’ Lung"
syw,"Syuba"
ekg,"Ekari"
boq,"Bogaya"
tsx,"Mubami"
stt,"Stieng, Budeh"
kwl,"Kofyar"
bzy,"Abanglekuo"
mjc,"Mixtec, San Juan Colorado"
tnp,"Whitesands"
njb,"Naga, Nocte"
mle,"Manambu"
ram,"Canela"
bas,"Basaa"
kjp,"Karen, Pwo Eastern"
shj,"Shatt"
hut,"Humla"
pud,"Punan Aput"
att,"Atta, Pamplona"
wbm,"Wa, Vo"
xuj,"Kurumba, Jennu"
bhj,"Bahing"
dhm,"Dhimba"
les,"Lese"
amn,"Amanab"
ass,"Ipulo"
kge,"Komering"
bwx,"Bunu, Bu-Nao"
onp,"Sartang"
nmo,"Naga, Moyon"
gju,"Gujari"
haz,"Hazaragi"
snx,"Sam"
bfb,"Bareli, Pauri"
kyo,"Klon"
tdf,"Talieng"
mgm,"Mambae"
swv,"Shekhawati"
blk,"Pa’o"
kqm,"Khisa"
ikx,"Ik"
yig,"Nasu, Wusa"
twh,"Tai Dón"
tjg,"Tunjung"
kpb,"Kurumba, Mullu"
kzs,"Sugut Dusun"
szb,"Ngalum"
ysn,"Sani"
bzz,"Evant"
nbu,"Naga, Rongmei"
cgk,"Chocangacakha"
kbd,"Kabardian"
cua,"Cua"
ntp,"Tepehuan, Northern"
zpj,"Zapotec, Quiavicuzas"
aii,"Assyrian Neo-Aramaic"
kpr,"Korafe-Yegha"
tpu,"Tampuan"
mfc,"Mba"
xra,"Krahô"
aai,"Miniafia Oyan"
shg,"Shua"
brg,"Baure"
tsg,"Tausug"
giw,"Duoluo"
myl,"Moma"
mks,"Mixtec, Silacayoapan"
say,"Saya"
goj,"Gowlan"
ywq,"Yi, Wuding-Luquan"
tsr,"Akei"
niq,"Nandi"
mtr,"Mewari"
lml,"Hano"
wtm,"Mewati"
mde,"Maba"
cik,"Kinnauri, Chitkuli"
dwz,"Dewas Rai"
uar,"Tairuma"
ian,"Iatmul"
lar,"Larteh"
ttr,"Tera"
dby,"Dibiyaso"
pah,"Tenharim"
wlv,"Bermejo Wichí"
mpr,"Vangunu"
uth,"ut-Hun"
krv,"Kavet"
mrg,"Mising"
grv,"Grebo, Central"
bpx,"Bareli, Palya"
dob,"Dobu"
knv,"Tabo"
scp,"Hyolmo"
shy,"Tachawit"
lbe,"Lak"
sya,"Siang"
loy,"Lhowa"
cux,"Cuicatec, Tepeuxila"
ybh,"Yakkha"
sso,"Essono"
ztp,"Zapotec, Loxicha"
jul,"Jirel"
kgq,"Kamoro"
dao,"Chin, Daai"
wad,"Wamesa"
mnz,"Moni"
kbc,"Kadiwéu"
agw,"Kahua"
wmt,"Walmajarri"
bco,"Kaluli"
pkh,"Pangkhua"
meu,"Motu"
gjk,"Koli, Kachi"
uss,"us-Saare"
raa,"Dungmali"
nkb,"Naga, Khoibu"
aau,"Abau"
bde,"Bade"
mzr,"Marubo"
sax,"Sa"
txo,"Toto"
mte,"Mono"
sdp,"Sherdukpen"
hmo,"Motu, Hiri"
gdb,"Gadaba, Pottangi Ollar"
tic,"Tira"
mdk,"Mangbutu"
baa,"Babatana"
sjp,"Surjapuri"
kun,"Kunama"
kbl,"Kanembu"
mql,"Mbelime"
qud,"Quichua, Calderón Highland"
lpo,"Lipo"
arr,"Karo"
kty,"Kango"
klw,"Tado"
mke,"Mawchi"
nfu,"Mfumte"
soi,"Sonha"
tar,"Tarahumara, Central"
xub,"Kurumba, Betta"
klz,"Kabola"
lra,"Bakati’, Rara"
mxu,"Mada"
kwx,"Khirwar"
mdr,"Mandar"
hoe,"Horom"
lsr,"Aruop"
mbz,"Mixtec, Amoltepec"
lbq,"Wampar"
mdd,"Mbum"
plj,"Polci"
all,"Allar"
kjo,"Kinnauri, Pahari"
xmt,"Matbat"
kft,"Kanjari"
mcf,"Matses"
tbf,"Mandara"
sif,"Siamou"
tio,"Teop"
tcy,"Tulu"
lnu,"Longuda"
ica,"Ede Ica"
bpp,"Kaure"
juk,"Wapan"
shb,"Ninam"
grj,"Grebo, Southern"
bec,"Iceve-Maci"
mvg,"Mixtec, Yucuañe"
cnb,"Chin, Uppu"
skj,"Seke"
noe,"Nimadi"
tba,"Aikanã"
sly,"Selayar"
dot,"Dass"
sfm,"Miao, Small Flowery"
yss,"Yessan-Mayo"
blw,"Balangao"
slr,"Salar"
soa,"Thai Song"
bla,"Blackfoot"
tan,"Tangale"
bns,"Bundeli"
xtc,"Katcha-Kadugli-Miri"
nmf,"Naga, Tangkhul"
grd,"Guruntum-Mbaaru"
amr,"Amarakaeri"
puu,"Punu"
mlm,"Mulam"
lec,"Leco"
bcs,"Hohumono"
byn,"Bilen"
ott,"Otomi, Temoaya"
arv,"Arbore"
xkk,"Kachok"
mjg,"Tu"
pnq,"Pana"
asc,"Asmat, Casuarina Coast"
aks,"Akaselem"
mmg,"Ambrym, North"
tld,"Talaud"
bkq,"Bakairí"
ort,"Oriya, Adivasi"
kxz,"Kerewo"
kwj,"Kwanga"
cub,"Cubeo"
eja,"Jola-Felupe"
wbl,"Wakhi"
uri,"Urim"
zua,"Zeem"
kjd,"Kiwai, Southern"
ruk,"Kuce"
lbk,"Bontok, Central"
bfw,"Bondo"
jao,"Yanyuwa"
hca,"Andaman Hindi Creole"
ssx,"Samberigi"
ldl,"Kaan"
byx,"Qaqet"
nku,"Kulango, Bouna"
gec,"Grebo, Gboloo"
zlj,"Zhuang, Liujiang"
bge,"Bauria"
btu,"Batu"
nlx,"Nahali"
hmr,"Hmar"
tcu,"Tarahumara, Southeastern"
lax,"Tiwa"
lhm,"Lhomi"
kdp,"Nikyob-Nindem"
tes,"Tengger"
mdb,"Morigi"
msi,"Malay, Sabah"
rog,"Roglai, Northern"
jda,"Jad"
zpa,"Zapotec, Lachiguiri"
poc,"Poqomam"
mgu,"Magi"
nnu,"Dwang"
kui,"Kuikúro-Kalapálo"
llp,"Efate, North"
kxj,"Kulfa"
mjz,"Majhi"
jms,"Mashi"
nto,"Ntomba"
hsn,"Chinese, Xiang"
bhu,"Bhunjia"
nfd,"Ahwai"
ksg,"Kusaghe"
kzr,"Karang"
lyg,"Lyngngam"
prp,"Parsi"
lle,"Lele"
kex,"Kukna"
brh,"Brahui"
bkk,"Brokskat"
wuu,"Chinese, Wu"
gry,"Grebo, Barclayville"
bgp,"Balochi, Eastern"
pai,"Pye"
cta,"Chatino, Tataltepec"
cog,"Chong"
oro,"Orokolo"
pug,"Phuie"
swi,"Sui"
inj,"Inga, Jungle"
wmo,"Wom"
kcv,"Kete"
cna,"Changthang"
xkf,"Khengkha"
jer,"Jere"
bca,"Bai, Central"
kua,"Oshiwambo"
roh,"Romansh"
mxe,"Mele-Fila"
jmn,"Naga, Makuri"
dus,"Dumi"
ssk,"Sunam"
bqg,"Bago-Kusuntu"
pwr,"Powari"
jbj,"Arandai"
yet,"Yetfa"
lhi,"Lahu Shi"
aar,"Afar"
ksu,"Khamyang"
mxy,"Mixtec, Southeastern Nochixtlán"
tcn,"Tichurong"
lmx,"Laimbue"
xua,"Kurumba, Alu"
khr,"Kharia"
zyj,"Zhuang, Youjiang"
mng,"Mnong, Eastern"
roo,"Rotokas"
anr,"Andh"
mdv,"Mixtec, Santa Lucía Monteverde"
msm,"Manobo, Agusan"
nbl,"Ndebele"
cin,"Cinta Larga"
sjl,"Miji"
saw,"Sawi"
xkz,"Kurtokha"
npb,"Nupbikha"
cnc,"Côông"
muk,"Mugom"
foi,"Foi"
sqq,"Sou"
tdd,"Tai Nüa"
kil,"Kariya"
bma,"Lame"
dad,"Marik"
bix,"Bijori"
nao,"Naaba"
pwb,"Panawa"
bhx,"Bhalay"
aro,"Araona"
qwa,"Quechua, Corongo Ancash"
gga,"Gao"
zau,"Zangskari"
brt,"Bitare"
tyz,"Tày"
keu,"Akebu"
anm,"Anal"
lro,"Laro"
ssb,"Sama, Southern"
der,"Deori"
kad,"Adara"
esk,"Inupiatun, Northwest Alaska"
clo,"Chontal, Lowland Oaxaca"
bli,"Bolia"
tuz,"Turka"
bra,"Braj Bhasha"
nnm,"Namia"
sui,"Suki"
tgs,"Nume"
gbe,"Niksek"
xwe,"Gbe, Xwela"
kfp,"Korwa"
apt,"Apatani"
dzl,"Dzalakha"
mpq,"Matís"
hal,"Halang"
bio,"Nai"
jib,"Jibu"
kph,"Kplang"
hia,"Lamang"
yij,"Yindjibarndi"
chq,"Chinantec, Quiotepec"
xbi,"Kombio"
mpc,"Mangarrayi"
ebo,"Teke-Eboo"
tcs,"Torres Strait Creole"
kvi,"Kwang"
zyg,"Zhuang, Yang"
bww,"Bwa"
kpl,"Kpala"
hoy,"Holiya"
nhp,"Nahuatl, Isthmus-Pajapan"
abo,"Abon"
dai,"Day"
zom,"Zo"
lea,"Lega-Shabunda"
kej,"Kadar"
aup,"Makayam"
tcx,"Toda"
kmi,"Kami"
jio,"Jiamao"
bhd,"Bhadrawahi"
cav,"Cavineña"
bda,"Bayot"
ppq,"Pefiyahe"
bbk,"Babanki"
apu,"Apurinã"
ahr,"Ahirani"
wsi,"Wusi"
tdj,"Tajio"
myu,"Mundurukú"
kzq,"Kaike"
bfu,"Gahri"
sgh,"Shughni"
kfg,"Kudiya"
bcn,"Bali"
ygw,"Yagwoia"
ttv,"Titan"
iyo,"Mesaka"
pcn,"Abishi"
lkt,"Lakota"
aim,"Aimol"
tcf,"Me’phaa, Malinaltepec"
fod,"Foodo"
phk,"Phake"
scu,"Shumcho"
lch,"Luchazi"
nbm,"Ngbaka Ma’bo"
bei,"Bakati’"
jid,"Bu"
sce,"Dongxiang"
noi,"Noiri"
hmj,"Ge"
tyr,"Tai Daeng"
rop,"Kriol"
tsv,"Tsogo"
nbr,"Numana"
kvx,"Koli, Parkari"
ums,"Pendau"
dka,"Dakpakha"
alu,"’Are’are"
pid,"Piaroa"
mab,"Mixtec, Yutanduchi"
gaq,"Gata’"
kgy,"Kyerung"
abs,"Malay, Ambonese"
alk,"Alak"
gdn,"Umanakaina"
ths,"Thakali"
khn,"Khandesi"
gaw,"Nobonob"
aac,"Ari"
tvd,"Tsuvadi"
bkr,"Bakumpai"
xkb,"Nago, Northern"
aot,"Atong"
lmn,"Lambadi"
kgr,"Abun"
moc,"Mocoví"
mbk,"Malol"
sss,"So"
dbv,"Dungu"
ngt,"Kriang"
tja,"Tajuasohn"
kif,"Kham, Eastern Parbate"
okv,"Orokaiva"
qvi,"Quichua, Imbabura Highland"
esu,"Yupik, Central"
bby,"Befang"
koi,"Komi-Permyak"
cvg,"Chug"
gdr,"Wipi"
kxp,"Koli, Wadiyari"
mme,"Mae"
pmj,"Pumi, Southern"
suy,"Suyá"
vas,"Vasavi"
suo,"Bouni"
nbc,"Naga, Chang"
bvr,"Burarra"
tts,"Thai, Northeastern"
diu,"Gciriku"
ndx,"Nduga"
bkl,"Berik"
lhp,"Lhokpu"
alf,"Elege"
wog,"Wogamusin"
bxa,"Bauro"
xwl,"Gbe, Western Xwla"
jae,"Yabem"
xbr,"Kambera"
bwd,"Bwaidoka"
nar,"Iguta"
dcc,"Deccan"
bjx,"Kalinga, Vanaw"
yes,"Nyankpa"
kul,"Kulere"
ssi,"Sansi"
hre,"Hre"
mtt,"Mota"
ysp,"Lolopo, Southern"
auc,"Waorani"
thy,"Tha"
dza,"Tunzuii"
tkb,"Buksa"
lkr,"Päri"
skn,"Subanon, Kolibugan"
tgd,"Ciwogai"
myp,"Pirahã"
eve,"Even"
bgg,"Bugun"
ril,"Riang Lang"
dbm,"Duguri"
bew,"Betawi"
aps,"Orop"
aon,"Weri"
dub,"Dubli"
hld,"Halang Doan"
jwi,"Jwira-Pepesa"
ayg,"Ginyanga"
wno,"Wano"
bfr,"Bazigar"
kpk,"Kpan"
bcg,"Baga Pokur"
avt,"Au"
nke,"Duke"
stk,"Aramba"
mkz,"Makasae"
hms,"Miao, Southern Qiandong"
duh,"Dungra Bhil"
scl,"Shina"
bfm,"Mmen"
ctl,"Chinantec, Tlacoatzintepec"
kra,"Kumal"
hmg,"Miao, Southwestern Guiyang"
zay,"Zayse"
faa,"Fasu"
lpn,"Naga, Long Phuri"
bqv,"Koro Wachi"
mpt,"Mian"
zak,"Zanaki"
pne,"Penan, Western"
apn,"Apinayé"
sbx,"Seberuang"
anp,"Angika"
bdv,"Bodo Parja"
